DATE,EXXON_PRICE,OIL_PRICE
2018-02-28, $75.74 , $66.08 
2018-03-01, $75.20 , $64.23 
2018-03-02, $75.55 , $64.26 
2018-03-05, $76.27 , $65.78 
2018-03-06, $76.18 , $65.67 
2018-03-07, $74.26 , $65.09 
2018-03-08, $74.12 , $63.87 
2018-03-09, $74.56 , $65.19 
2018-03-12, $75.24 , $64.53 
2018-03-13, $74.53 , $64.20 
2018-03-14, $73.60 , $63.61 
2018-03-15, $74.42 , $63.67 
2018-03-16, $75.12 , $64.68 
2018-03-19, $74.15 , $64.82 
2018-03-20, $73.99 , $66.00 
2018-03-21, $75.04 , $68.15 
2018-03-22, $73.50 , $68.98 
2018-03-23, $72.89 , $69.03 
2018-03-26, $74.00 , $68.81 
2018-03-27, $73.70 , $68.63 
2018-03-28, $72.81 , $68.13 
2018-03-29, $74.61 , $69.02 
2018-04-03, $75.02 , $69.02 
2018-04-04, $74.87 , $66.04 
2018-04-05, $76.02 , $66.54 
2018-04-06, $74.87 , $66.51 
2018-04-09, $74.87 , $68.19 
2018-04-10, $77.07 , $70.67 
2018-04-11, $77.43 , $72.74 
2018-04-12, $77.22 , $71.44 
2018-04-13, $77.84 , $73.18 
2018-04-16, $78.54 , $72.05 
2018-04-17, $78.33 , $71.71 
2018-04-18, $79.22 , $73.73 
2018-04-19, $79.42 , $74.85 
2018-04-20, $79.00 , $74.62 
2018-04-23, $79.57 , $74.54 
2018-04-24, $78.35 , $75.86 
2018-04-25, $79.50 , $73.79 
2018-04-26, $80.86 , $75.39 
2018-04-27, $77.79 , $75.33 
2018-04-30, $77.75 , $75.92 
2018-05-01, $76.95 , $74.85 
2018-05-02, $76.80 , $73.14 
2018-05-03, $76.54 , $73.45 
2018-05-04, $76.90 , $74.75 
2018-05-08, $78.09 , $74.16 
2018-05-09, $79.93 , $77.60 
2018-05-10, $81.72 , $77.59 
2018-05-11, $81.28 , $77.37 
2018-05-14, $81.83 , $78.17 
2018-05-15, $81.79 , $78.94 
2018-05-16, $82.02 , $78.19 
2018-05-17, $81.88 , $80.09 
2018-05-18, $81.30 , $78.38 
2018-05-21, $82.28 , $78.34 
2018-05-22, $81.64 , $80.42 
2018-05-23, $82.15 , $78.69 
2018-05-24, $80.27 , $78.90 
2018-05-25, $78.71 , $76.60 
2018-05-29, $78.42 , $74.51 
2018-05-30, $81.50 , $75.89 
2018-05-31, $81.24 , $76.45 
2018-06-01, $81.83 , $74.54 
2018-06-04, $80.97 , $73.41 
2018-06-05, $80.68 , $72.91 
2018-06-06, $82.06 , $73.23 
2018-06-07, $82.88 , $75.23 
2018-06-08, $83.60 , $75.11 
2018-06-11, $83.10 , $74.58 
2018-06-12, $82.42 , $74.86 
2018-06-13, $81.51 , $75.07 
2018-06-14, $81.89 , $74.77 
2018-06-15, $80.66 , $72.02 
2018-06-18, $80.82 , $74.87 
2018-06-19, $80.70 , $74.92 
2018-06-20, $80.45 , $74.25 
2018-06-21, $79.69 , $72.87 
2018-06-22, $81.38 , $73.67 
2018-06-25, $79.74 , $72.82 
2018-06-26, $80.64 , $73.58 
2018-06-27, $81.71 , $76.09 
2018-06-28, $81.97 , $76.26 
2018-06-29, $82.73 , $77.44 
2018-07-02, $81.76 , $76.71 
2018-07-03, $82.24 , $75.87 
2018-07-05, $82.31 , $77.09 
2018-07-06, $82.33 , $74.98 
2018-07-09, $82.90 , $77.08 
2018-07-10, $83.66 , $77.80 
2018-07-11, $82.59 , $75.35 
2018-07-12, $82.69 , $72.11 
2018-07-13, $83.31 , $74.11 
2018-07-16, $82.49 , $71.03 
2018-07-17, $82.31 , $70.87 
2018-07-18, $82.22 , $70.52 
2018-07-19, $82.01 , $71.94 
2018-07-20, $81.40 , $71.99 
2018-07-23, $81.40 , $73.45 
2018-07-24, $83.01 , $73.53 
2018-07-25, $83.59 , $73.67 
2018-07-26, $84.24 , $74.51 
2018-07-27, $81.92 , $74.84 
2018-07-30, $81.74 , $74.99 
2018-07-31, $81.51 , $74.16 
2018-08-01, $80.39 , $72.28 
2018-08-02, $79.91 , $72.95 
2018-08-03, $80.20 , $72.48 
2018-08-06, $80.18 , $72.51 
2018-08-07, $81.27 , $72.31 
2018-08-08, $80.73 , $70.71 
2018-08-09, $80.32 , $70.55 
2018-08-10, $79.42 , $71.00 
2018-08-13, $78.56 , $70.62 
2018-08-14, $78.31 , $70.77 
2018-08-15, $76.94 , $68.38 
2018-08-16, $78.00 , $69.21 
2018-08-17, $78.26 , $70.14 
2018-08-20, $78.81 , $71.11 
2018-08-21, $78.83 , $71.65 
2018-08-22, $79.96 , $72.96 
2018-08-23, $79.08 , $73.73 
2018-08-24, $79.62 , $74.41 
2018-08-27, $80.40 , $74.41 
2018-08-28, $80.28 , $75.91 
2018-08-29, $80.86 , $76.07 
2018-08-30, $80.51 , $77.05 
2018-08-31, $80.17 , $76.94 
2018-09-04, $80.29 , $77.51 
2018-09-05, $81.36 , $76.68 
2018-09-06, $80.46 , $75.67 
2018-09-07, $81.83 , $75.55 
2018-09-10, $81.71 , $76.77 
2018-09-11, $82.86 , $78.22 
2018-09-12, $83.13 , $80.02 
2018-09-13, $82.32 , $77.66 
2018-09-14, $82.92 , $77.87 
2018-09-17, $83.41 , $78.22 
2018-09-18, $83.63 , $79.25 
2018-09-19, $84.63 , $79.43 
2018-09-20, $84.82 , $79.03 
2018-09-21, $85.17 , $78.90 
2018-09-24, $86.60 , $80.89 
2018-09-25, $86.50 , $82.21 
2018-09-26, $85.78 , $81.87 
2018-09-27, $85.77 , $81.54 
2018-09-28, $85.02 , $82.72 
2018-10-01, $85.81 , $84.94 
2018-10-02, $86.46 , $85.63 
2018-10-03, $86.15 , $85.45 
2018-10-04, $85.58 , $86.07 
2018-10-05, $85.34 , $85.12 
2018-10-08, $86.13 , $84.22 
2018-10-09, $86.51 , $85.16 
2018-10-10, $84.52 , $83.82 
2018-10-11, $81.60 , $81.35 
2018-10-12, $81.38 , $80.71 
2018-10-15, $80.82 , $80.91 
2018-10-16, $81.20 , $80.53 
2018-10-17, $81.50 , $79.91 
2018-10-18, $81.85 , $80.30 
2018-10-19, $81.97 , $80.38 
2018-10-22, $81.15 , $80.45 
2018-10-23, $79.84 , $78.67 
2018-10-24, $77.62 , $77.34 
2018-10-25, $78.31 , $77.30 
2018-10-26, $77.53 , $77.40 
2018-10-29, $77.05 , $77.56 
2018-10-30, $78.78 , $75.68 
2018-10-31, $79.68 , $74.84 
2018-11-01, $80.67 , $71.25 
2018-11-02, $81.95 , $71.11 
2018-11-05, $81.64 , $72.68 
2018-11-06, $81.99 , $70.64 
2018-11-07, $83.03 , $70.10 
2018-11-08, $81.71 , $69.29 
2018-11-09, $80.87 , $69.01 
2018-11-12, $79.83 , $69.81 
2018-11-13, $78.00 , $65.45 
2018-11-14, $77.39 , $64.88 
2018-11-15, $78.19 , $65.61 
2018-11-16, $78.96 , $65.29 
2018-11-19, $79.22 , $64.14 
2018-11-20, $76.97 , $61.50 
2018-11-21, $77.56 , $61.65 
2018-11-23, $75.49 , $57.69 
2018-11-26, $76.98 , $59.70 
2018-11-27, $77.05 , $59.58 
2018-11-28, $78.45 , $57.97 
2018-11-29, $79.06 , $58.29 
2018-11-30, $79.50 , $57.71 
2018-12-03, $81.22 , $60.17 
2018-12-04, $79.43 , $61.22 
2018-12-06, $78.39 , $57.83 
2018-12-07, $77.64 , $61.71 
2018-12-10, $76.54 , $60.29 
2018-12-11, $76.68 , $59.73 
2018-12-12, $76.02 , $59.94 
2018-12-13, $76.98 , $59.03 
2018-12-14, $75.58 , $58.56 
2018-12-17, $74.04 , $57.59 
2018-12-18, $72.00 , $55.26 
2018-12-19, $70.78 , $55.60 
2018-12-20, $68.63 , $52.84 
2018-12-21, $68.12 , $51.93 
2018-12-27, $68.94 , $51.49 
2018-12-28, $68.17 , $50.57 
2019-01-02, $69.69 , $54.06 
2019-01-03, $68.62 , $53.23 
2019-01-04, $71.15 , $55.64 
2019-01-07, $71.52 , $57.10 
2019-01-08, $72.04 , $56.91 
2019-01-09, $72.42 , $59.46 
2019-01-10, $72.05 , $60.47 
2019-01-11, $71.72 , $59.24 
2019-01-14, $71.63 , $58.80 
2019-01-15, $71.67 , $58.65 
2019-01-16, $71.64 , $59.81 
2019-01-17, $72.13 , $59.85 
2019-01-18, $72.99 , $62.04 
2019-01-22, $71.89 , $60.90 
2019-01-23, $71.30 , $61.05 
2019-01-24, $71.40 , $61.09 
2019-01-25, $71.72 , $61.49 
2019-01-28, $71.24 , $59.71 
2019-01-29, $71.51 , $60.98 
2019-01-30, $72.29 , $61.89 
2019-01-31, $73.28 , $62.46 
2019-02-01, $75.92 , $61.86 
2019-02-04, $74.82 , $62.26 
2019-02-05, $75.59 , $61.67 
2019-02-06, $75.26 , $62.22 
2019-02-07, $74.68 , $61.01 
2019-02-08, $73.98 , $61.37 
2019-02-11, $74.10 , $61.30 
2019-02-12, $75.40 , $62.58 
2019-02-13, $76.25 , $63.27 
2019-02-14, $76.27 , $64.00 
2019-02-15, $77.71 , $65.65 
2019-02-19, $78.23 , $65.86 
2019-02-20, $78.53 , $66.82 
2019-02-21, $77.82 , $66.91 
2019-02-22, $78.42 , $66.91 
2019-02-25, $78.50 , $64.02 
2019-02-26, $78.66 , $64.51 
2019-02-27, $79.47 , $65.55 
2019-02-28, $79.03 , $65.03 
2019-03-01, $80.00 , $63.71 
2019-03-04, $80.31 , $64.44 
2019-03-05, $80.19 , $64.24 
2019-03-06, $79.28 , $64.51 
2019-03-07, $80.16 , $64.82 
2019-03-08, $79.01 , $65.66 
2019-03-11, $79.78 , $65.06 
2019-03-12, $80.00 , $65.33 
2019-03-13, $80.71 , $65.89 
2019-03-14, $80.44 , $66.18 
2019-03-15, $80.15 , $66.11 
2019-03-18, $81.08 , $66.65 
2019-03-19, $80.87 , $67.13 
2019-03-20, $81.32 , $68.35 
2019-03-21, $81.79 , $68.30 
2019-03-22, $80.48 , $66.29 
2019-03-25, $79.92 , $67.37 
